,Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Precipitation,Wind Speed,Visibility,Cloud Cover,Relative Humidity,Conditions,Clear,Overcast,Partially cloudy,Rain,"Rain, Overcast","Rain, Partially cloudy",Snow,"Snow, Overcast","Snow, Partially cloudy"
7175,russia,02/26/1991,38.4,33.9,35.9,0.0,9.2,0.5,50.8,94.89,Partially cloudy,0,0,1,0,0,0,0,0,0
7176,russia,02/27/1991,34.8,30.3,32.4,0.0,14.7,2.5,83.4,93.28,Overcast,0,1,0,0,0,0,0,0,0
7177,russia,02/28/1991,33.4,24.9,29.4,0.0,21.9,4.9,96.3,79.18,Overcast,0,1,0,0,0,0,0,0,0
7178,russia,03/01/1991,28.5,19.5,24.4,0.0,19.7,6.1,28.9,51.92,Partially cloudy,0,0,1,0,0,0,0,0,0
7179,russia,03/02/1991,28.9,7.7,19.5,0.0,9.2,6.2,0.0,44.82,Clear,1,0,0,0,0,0,0,0,0
7180,russia,03/03/1991,32.1,6.9,18.6,0.0,9.2,6.1,2.8,59.5,Clear,1,0,0,0,0,0,0,0,0
7181,russia,03/04/1991,37.2,5.8,21.2,0.0,9.2,5.8,4.9,58.41,Clear,1,0,0,0,0,0,0,0,0
7182,russia,03/05/1991,34.7,14.1,24.3,0.0,8.1,6.2,13.3,48.91,Clear,1,0,0,0,0,0,0,0,0
7183,russia,03/06/1991,31.4,7.7,20.3,0.0,8.0,4.9,22.0,60.32,Clear,1,0,0,0,0,0,0,0,0
7184,russia,03/07/1991,32.1,5.9,18.9,0.0,6.9,3.2,1.9,68.06,Clear,1,0,0,0,0,0,0,0,0
7185,russia,03/08/1991,33.9,5.9,20.1,0.0,6.9,4.0,3.5,62.36,Clear,1,0,0,0,0,0,0,0,0
7186,russia,03/09/1991,34.2,13.2,23.9,0.0,9.2,6.2,5.6,59.73,Clear,1,0,0,0,0,0,0,0,0
7187,russia,03/10/1991,35.7,14.1,25.5,0.0,9.2,5.5,12.0,69.08,Clear,1,0,0,0,0,0,0,0,0
7188,russia,03/11/1991,33.8,23.9,28.3,0.0,10.2,6.2,26.3,62.25,Partially cloudy,0,0,1,0,0,0,0,0,0
7189,russia,03/12/1991,33.9,23.1,28.9,0.0,16.1,5.2,54.7,64.93,Partially cloudy,0,0,1,0,0,0,0,0,0
7190,russia,03/13/1991,35.6,30.3,32.6,0.0,11.4,2.0,100.0,93.15,Overcast,0,1,0,0,0,0,0,0,0
7191,russia,03/14/1991,34.5,16.7,25.5,0.0,13.9,5.2,63.0,76.23,Partially cloudy,0,0,1,0,0,0,0,0,0
7192,russia,03/15/1991,35.3,13.1,25.5,0.0,11.4,3.1,67.6,83.01,Partially cloudy,0,0,1,0,0,0,0,0,0
7193,russia,03/16/1991,38.1,23.9,33.2,0.0,19.7,4.0,79.9,82.65,Overcast,0,1,0,0,0,0,0,0,0
7194,russia,03/17/1991,35.3,14.1,25.1,0.0,11.4,6.0,2.1,46.81,Clear,1,0,0,0,0,0,0,0,0
7195,russia,03/18/1991,36.8,23.1,29.3,0.0,13.9,6.2,13.3,54.38,Clear,1,0,0,0,0,0,0,0,0
7196,russia,03/19/1991,35.9,19.3,28.9,0.0,9.2,5.0,34.9,72.98,Partially cloudy,0,0,1,0,0,0,0,0,0
7197,russia,03/20/1991,38.2,31.2,34.3,0.0,11.4,2.8,97.6,83.91,Overcast,0,1,0,0,0,0,0,0,0
7198,russia,03/21/1991,36.9,30.3,34.3,0.0,13.9,3.3,95.8,85.4,Overcast,0,1,0,0,0,0,0,0,0
7199,russia,03/22/1991,40.5,32.1,36.0,0.0,6.9,3.1,90.1,91.44,Overcast,0,1,0,0,0,0,0,0,0
7200,russia,03/23/1991,46.3,34.8,39.4,0.0,11.4,3.0,89.9,84.37,Overcast,0,1,0,0,0,0,0,0,0
7201,russia,03/24/1991,40.8,34.8,37.3,0.0,26.4,5.4,94.5,80.74,Overcast,0,1,0,0,0,0,0,0,0
7202,russia,03/25/1991,39.2,33.0,36.3,0.0,13.9,6.7,85.0,79.31,Overcast,0,1,0,0,0,0,0,0,0
7203,russia,03/26/1991,34.2,28.5,31.5,0.0,13.9,4.6,96.7,85.6,Overcast,0,1,0,0,0,0,0,0,0
7204,russia,03/27/1991,32.9,26.7,29.5,0.0,11.4,5.8,80.7,74.67,Overcast,0,1,0,0,0,0,0,0,0
7205,russia,03/28/1991,33.9,26.6,30.3,0.0,11.4,5.9,88.5,80.01,Overcast,0,1,0,0,0,0,0,0,0
7206,russia,03/29/1991,34.5,23.9,29.3,0.0,18.3,5.8,65.4,76.55,Partially cloudy,0,0,1,0,0,0,0,0,0
7207,russia,03/30/1991,43.8,23.9,34.1,0.0,16.1,5.9,11.2,70.48,Clear,1,0,0,0,0,0,0,0,0
7208,russia,03/31/1991,38.3,28.5,33.0,0.0,18.3,5.7,42.9,72.41,Partially cloudy,0,0,1,0,0,0,0,0,0
7209,russia,04/01/1991,40.2,24.8,32.7,0.0,11.4,6.3,26.3,67.02,Partially cloudy,0,0,1,0,0,0,0,0,0
7210,russia,04/02/1991,43.5,31.2,37.6,0.0,13.9,6.5,68.4,57.72,Partially cloudy,0,0,1,0,0,0,0,0,0
7211,russia,04/03/1991,52.1,39.3,45.6,0.0,11.4,6.1,62.2,59.27,Partially cloudy,0,0,1,0,0,0,0,0,0
7212,russia,04/04/1991,57.4,41.2,48.8,0.0,11.7,4.8,40.2,59.3,Partially cloudy,0,0,1,0,0,0,0,0,0
7213,russia,04/05/1991,54.5,32.1,44.2,0.0,11.4,5.2,7.7,64.01,Clear,1,0,0,0,0,0,0,0,0
7214,russia,04/06/1991,42.9,33.9,38.7,0.0,12.6,4.4,62.0,75.79,Partially cloudy,0,0,1,0,0,0,0,0,0
7215,russia,04/07/1991,45.9,35.7,40.7,0.0,8.1,2.6,97.4,83.42,Overcast,0,1,0,0,0,0,0,0,0
7216,russia,04/08/1991,50.4,37.5,42.9,0.0,6.9,3.9,73.1,78.47,Partially cloudy,0,0,1,0,0,0,0,0,0
7217,russia,04/09/1991,57.4,37.9,47.7,0.0,8.0,5.5,48.0,68.7,Partially cloudy,0,0,1,0,0,0,0,0,0
7218,russia,04/10/1991,60.8,42.8,50.1,0.0,10.4,5.7,38.6,69.87,Partially cloudy,0,0,1,0,0,0,0,0,0
7219,russia,04/11/1991,60.8,34.2,49.4,0.0,11.7,6.2,0.0,57.41,Clear,1,0,0,0,0,0,0,0,0
7220,russia,04/12/1991,62.7,35.5,50.1,0.0,8.1,6.0,2.1,50.22,Clear,1,0,0,0,0,0,0,0,0
7221,russia,04/13/1991,63.8,36.4,50.5,0.0,5.9,5.9,12.5,55.4,Clear,1,0,0,0,0,0,0,0,0
7222,russia,04/14/1991,61.8,42.8,52.1,0.0,8.1,5.7,46.9,53.77,Partially cloudy,0,0,1,0,0,0,0,0,0
7223,russia,04/15/1991,54.5,35.6,46.0,0.0,14.9,5.8,58.0,66.66,Partially cloudy,0,0,1,0,0,0,0,0,0
7224,russia,04/16/1991,53.1,33.8,40.6,0.0,18.0,6.0,61.0,75.02,Partially cloudy,0,0,1,0,0,0,0,0,0
7225,russia,04/17/1991,50.1,37.5,42.6,0.0,16.1,5.1,76.4,70.54,Overcast,0,1,0,0,0,0,0,0,0
7226,russia,04/18/1991,49.4,35.7,41.9,0.0,10.4,6.4,58.0,61.89,Partially cloudy,0,0,1,0,0,0,0,0,0
7227,russia,04/19/1991,48.2,32.0,39.4,0.0,16.0,4.1,61.6,84.08,Partially cloudy,0,0,1,0,0,0,0,0,0
7228,russia,04/20/1991,63.1,46.4,53.7,0.0,19.0,5.5,86.1,76.68,Overcast,0,1,0,0,0,0,0,0,0
7229,russia,04/21/1991,48.3,35.6,42.1,0.0,21.9,5.9,58.5,74.29,Partially cloudy,0,0,1,0,0,0,0,0,0
7230,russia,04/22/1991,42.0,29.3,35.4,0.0,13.9,6.0,58.2,73.4,Partially cloudy,0,0,1,0,0,0,0,0,0
7231,russia,04/23/1991,36.0,29.3,32.5,0.0,19.7,4.2,68.0,89.0,Partially cloudy,0,0,1,0,0,0,0,0,0
7232,russia,04/24/1991,45.8,25.7,35.9,0.0,18.3,6.4,34.1,62.66,Partially cloudy,0,0,1,0,0,0,0,0,0
7233,russia,04/25/1991,51.0,27.5,40.4,0.0,9.2,6.1,11.5,57.93,Clear,1,0,0,0,0,0,0,0,0
7234,russia,04/26/1991,49.4,35.7,42.9,0.0,16.2,6.2,41.7,51.22,Partially cloudy,0,0,1,0,0,0,0,0,0
7235,russia,04/27/1991,44.5,39.2,41.0,0.0,8.1,5.5,92.4,78.59,Overcast,0,1,0,0,0,0,0,0,0
7236,russia,04/28/1991,55.6,38.3,46.4,0.0,11.4,5.2,71.3,66.71,Partially cloudy,0,0,1,0,0,0,0,0,0
7237,russia,04/29/1991,47.4,39.2,44.4,0.0,13.9,3.5,81.0,82.35,Overcast,0,1,0,0,0,0,0,0,0
7238,russia,04/30/1991,61.7,43.7,52.2,0.0,18.3,4.8,63.7,72.96,Partially cloudy,0,0,1,0,0,0,0,0,0
7239,russia,05/01/1991,61.1,49.1,54.7,0.0,20.7,6.3,53.0,57.91,Partially cloudy,0,0,1,0,0,0,0,0,0
7240,russia,05/02/1991,64.5,46.4,55.7,0.0,15.1,5.8,77.1,72.95,Overcast,0,1,0,0,0,0,0,0,0
7241,russia,05/03/1991,67.1,54.5,60.2,0.0,17.8,6.2,57.4,61.79,Partially cloudy,0,0,1,0,0,0,0,0,0
7242,russia,05/04/1991,61.7,51.0,55.6,0.0,16.1,6.1,66.7,62.36,Partially cloudy,0,0,1,0,0,0,0,0,0
7243,russia,05/05/1991,63.3,51.9,55.6,0.0,16.0,4.1,95.8,84.9,Overcast,0,1,0,0,0,0,0,0,0
7244,russia,05/06/1991,53.8,50.1,52.2,0.0,14.9,3.8,95.2,92.28,Overcast,0,1,0,0,0,0,0,0,0
7245,russia,05/07/1991,52.7,44.6,49.3,0.0,11.4,5.7,93.4,86.17,Overcast,0,1,0,0,0,0,0,0,0
7246,russia,05/08/1991,60.9,42.9,49.8,0.0,12.6,6.2,65.5,73.41,Partially cloudy,0,0,1,0,0,0,0,0,0
7247,russia,05/09/1991,59.9,41.9,50.2,0.0,16.3,6.0,75.9,79.68,Overcast,0,1,0,0,0,0,0,0,0
7248,russia,05/10/1991,45.5,30.3,38.4,0.0,25.2,6.5,29.6,54.71,Partially cloudy,0,0,1,0,0,0,0,0,0
7249,russia,05/11/1991,59.1,28.5,45.6,0.0,11.4,6.2,0.0,52.51,Clear,1,0,0,0,0,0,0,0,0
7250,russia,05/12/1991,64.9,37.8,52.3,0.0,9.3,6.2,2.1,53.08,Clear,1,0,0,0,0,0,0,0,0
7251,russia,05/13/1991,70.2,42.8,57.1,0.0,16.0,6.3,34.4,65.96,Partially cloudy,0,0,1,0,0,0,0,0,0
7252,russia,05/14/1991,57.4,50.1,54.7,0.0,16.0,6.0,70.5,80.66,Partially cloudy,0,0,1,0,0,0,0,0,0
7253,russia,05/15/1991,63.0,48.3,55.6,0.0,8.0,5.7,55.0,72.17,Partially cloudy,0,0,1,0,0,0,0,0,0
7254,russia,05/16/1991,67.1,45.5,55.6,0.0,8.0,6.0,35.5,75.41,Partially cloudy,0,0,1,0,0,0,0,0,0
7255,russia,05/17/1991,69.0,45.2,57.3,0.0,11.4,5.8,41.9,78.6,Partially cloudy,0,0,1,0,0,0,0,0,0
7256,russia,05/18/1991,69.5,50.0,59.8,0.0,5.9,4.2,63.9,75.23,Partially cloudy,0,0,1,0,0,0,0,0,0
7257,russia,05/19/1991,68.9,51.6,60.2,0.0,10.4,5.5,68.6,75.81,Partially cloudy,0,0,1,0,0,0,0,0,0
7258,russia,05/20/1991,64.8,52.7,58.2,0.0,18.1,5.5,66.0,77.04,Partially cloudy,0,0,1,0,0,0,0,0,0
7259,russia,05/21/1991,63.6,50.9,55.2,0.0,17.2,5.8,63.4,81.37,Partially cloudy,0,0,1,0,0,0,0,0,0
7260,russia,05/22/1991,57.6,47.2,52.6,0.0,9.0,5.3,84.4,81.4,Overcast,0,1,0,0,0,0,0,0,0
7261,russia,05/23/1991,58.1,41.9,50.2,0.0,13.6,6.3,52.2,72.92,Partially cloudy,0,0,1,0,0,0,0,0,0
7262,russia,05/24/1991,59.2,41.8,50.9,0.0,15.1,6.3,31.5,71.77,Partially cloudy,0,0,1,0,0,0,0,0,0
7263,russia,05/25/1991,58.1,42.8,52.0,0.0,10.6,5.9,66.9,77.43,Partially cloudy,0,0,1,0,0,0,0,0,0
7264,russia,05/26/1991,75.6,49.1,61.1,0.0,11.2,5.6,68.9,75.13,Partially cloudy,0,0,1,0,0,0,0,0,0
7265,russia,05/27/1991,78.9,55.4,66.9,0.0,15.1,6.1,62.6,70.06,Partially cloudy,0,0,1,0,0,0,0,0,0
7266,russia,05/28/1991,78.9,55.9,66.0,0.0,12.9,6.2,43.2,71.59,Partially cloudy,0,0,1,0,0,0,0,0,0
7267,russia,05/29/1991,67.1,55.4,59.5,0.0,16.0,3.9,80.3,90.52,Overcast,0,1,0,0,0,0,0,0,0
7268,russia,05/30/1991,66.5,50.9,58.6,0.0,10.4,4.2,68.1,89.21,Partially cloudy,0,0,1,0,0,0,0,0,0
7269,russia,05/31/1991,67.8,51.0,58.6,0.0,14.9,5.2,34.4,77.31,Partially cloudy,0,0,1,0,0,0,0,0,0
7270,russia,06/01/1991,57.6,50.1,54.4,0.0,12.6,5.5,80.7,92.54,Overcast,0,1,0,0,0,0,0,0,0
7271,russia,06/02/1991,68.1,55.5,59.9,0.0,9.2,5.7,75.4,79.41,Overcast,0,1,0,0,0,0,0,0,0
7272,russia,06/03/1991,58.1,46.4,54.3,0.0,17.2,6.1,62.4,71.35,Partially cloudy,0,0,1,0,0,0,0,0,0
7273,russia,06/04/1991,66.4,41.0,55.5,0.0,9.2,6.2,4.5,61.02,Clear,1,0,0,0,0,0,0,0,0
7274,russia,06/05/1991,74.3,47.3,62.8,0.0,10.4,6.2,14.1,66.21,Clear,1,0,0,0,0,0,0,0,0
7275,russia,06/06/1991,72.5,55.5,62.3,0.0,12.9,4.6,50.7,83.13,Partially cloudy,0,0,1,0,0,0,0,0,0
7276,russia,06/07/1991,58.7,49.1,55.4,0.0,16.1,5.2,69.6,82.79,Partially cloudy,0,0,1,0,0,0,0,0,0
7277,russia,06/08/1991,66.4,42.8,56.3,0.0,7.8,5.8,12.2,66.79,Clear,1,0,0,0,0,0,0,0,0
7278,russia,06/09/1991,71.8,47.3,61.1,0.0,8.0,6.1,7.8,66.06,Clear,1,0,0,0,0,0,0,0,0
7279,russia,06/10/1991,75.0,52.7,65.8,0.0,8.1,5.9,28.2,67.42,Partially cloudy,0,0,1,0,0,0,0,0,0
7280,russia,06/11/1991,73.4,60.9,66.0,0.0,12.7,5.8,69.8,82.05,Partially cloudy,0,0,1,0,0,0,0,0,0
7281,russia,06/12/1991,69.2,53.6,61.9,0.0,10.2,5.3,58.6,86.04,Partially cloudy,0,0,1,0,0,0,0,0,0
7282,russia,06/13/1991,62.2,54.5,58.1,0.0,17.2,5.4,76.8,85.47,Overcast,0,1,0,0,0,0,0,0,0
7283,russia,06/14/1991,70.8,51.9,61.7,0.0,11.4,6.3,44.3,73.28,Partially cloudy,0,0,1,0,0,0,0,0,0
7284,russia,06/15/1991,64.2,53.6,59.2,0.0,17.2,6.0,45.9,79.22,Partially cloudy,0,0,1,0,0,0,0,0,0
7285,russia,06/16/1991,68.0,50.0,59.5,0.0,11.1,6.2,49.4,77.75,Partially cloudy,0,0,1,0,0,0,0,0,0
7286,russia,06/17/1991,81.5,60.0,69.5,0.0,13.9,5.7,49.2,71.99,Partially cloudy,0,0,1,0,0,0,0,0,0
7287,russia,06/18/1991,74.9,63.4,68.9,0.0,10.2,3.6,66.5,89.34,Partially cloudy,0,0,1,0,0,0,0,0,0
7288,russia,06/19/1991,86.9,60.8,72.8,0.0,10.6,3.9,33.7,78.29,Partially cloudy,0,0,1,0,0,0,0,0,0
7289,russia,06/20/1991,85.4,62.7,70.7,0.0,11.6,3.9,52.3,80.08,Partially cloudy,0,0,1,0,0,0,0,0,0
7290,russia,06/21/1991,78.1,62.6,67.6,0.0,10.6,5.1,70.6,88.46,Partially cloudy,0,0,1,0,0,0,0,0,0
7291,russia,06/22/1991,67.2,57.3,61.9,0.0,11.4,5.0,84.1,86.91,Overcast,0,1,0,0,0,0,0,0,0
7292,russia,06/23/1991,75.3,55.5,66.1,0.0,8.1,5.4,44.4,80.46,Partially cloudy,0,0,1,0,0,0,0,0,0
7293,russia,06/24/1991,86.1,62.5,73.8,0.0,12.7,6.0,34.3,72.93,Partially cloudy,0,0,1,0,0,0,0,0,0
7294,russia,06/25/1991,85.4,68.1,77.1,0.0,12.6,6.3,34.9,57.58,Partially cloudy,0,0,1,0,0,0,0,0,0
7295,russia,06/26/1991,81.5,64.4,71.2,0.0,11.7,6.2,51.7,77.38,Partially cloudy,0,0,1,0,0,0,0,0,0
7296,russia,06/27/1991,77.2,59.0,68.2,0.0,8.0,5.1,39.2,79.49,Partially cloudy,0,0,1,0,0,0,0,0,0
7297,russia,06/28/1991,89.7,63.5,76.7,0.0,11.4,5.1,14.1,68.83,Clear,1,0,0,0,0,0,0,0,0
7298,russia,06/29/1991,90.9,71.6,80.8,0.0,13.9,6.3,19.4,62.93,Clear,1,0,0,0,0,0,0,0,0
7299,russia,06/30/1991,83.1,70.7,76.5,0.0,11.7,6.4,44.2,77.69,Partially cloudy,0,0,1,0,0,0,0,0,0
7300,russia,07/01/1991,83.3,67.8,74.8,0.0,10.4,6.1,12.8,72.35,Clear,1,0,0,0,0,0,0,0,0
7301,russia,07/02/1991,82.4,66.2,74.3,0.0,15.1,6.3,22.7,68.64,Clear,1,0,0,0,0,0,0,0,0
7302,russia,07/03/1991,78.0,62.5,69.2,0.0,13.5,6.2,53.2,76.24,Partially cloudy,0,0,1,0,0,0,0,0,0
7303,russia,07/04/1991,75.3,58.1,68.0,0.0,12.6,6.2,26.8,70.03,Partially cloudy,0,0,1,0,0,0,0,0,0
7304,russia,07/05/1991,74.2,57.3,67.3,0.0,8.1,5.9,33.8,62.17,Partially cloudy,0,0,1,0,0,0,0,0,0
7305,russia,07/06/1991,74.2,58.0,65.8,0.0,11.4,5.8,28.2,65.32,Partially cloudy,0,0,1,0,0,0,0,0,0
7306,russia,07/07/1991,76.0,57.0,67.2,0.0,11.4,5.6,31.3,67.67,Partially cloudy,0,0,1,0,0,0,0,0,0
7307,russia,07/08/1991,77.1,60.8,67.2,0.0,14.9,6.0,52.1,70.77,Partially cloudy,0,0,1,0,0,0,0,0,0
7308,russia,07/09/1991,70.7,55.4,63.6,0.0,17.8,6.0,48.7,69.06,Partially cloudy,0,0,1,0,0,0,0,0,0
7309,russia,07/10/1991,76.1,47.2,62.9,0.0,13.9,6.2,5.2,59.4,Clear,1,0,0,0,0,0,0,0,0
7310,russia,07/11/1991,74.7,60.8,66.7,0.0,12.7,6.1,51.2,72.0,Partially cloudy,0,0,1,0,0,0,0,0,0
7311,russia,07/12/1991,70.0,55.3,62.9,0.0,11.4,5.5,64.8,79.93,Partially cloudy,0,0,1,0,0,0,0,0,0
7312,russia,07/13/1991,63.0,57.3,60.7,0.0,16.1,6.7,83.7,77.49,Overcast,0,1,0,0,0,0,0,0,0
7313,russia,07/14/1991,71.5,56.1,62.3,0.0,12.7,6.4,58.8,75.48,Partially cloudy,0,0,1,0,0,0,0,0,0
7314,russia,07/15/1991,74.2,54.4,65.7,0.0,4.7,5.8,27.8,67.25,Partially cloudy,0,0,1,0,0,0,0,0,0
7315,russia,07/16/1991,66.0,61.7,63.4,0.0,17.7,3.5,82.0,90.27,Overcast,0,1,0,0,0,0,0,0,0
7316,russia,07/17/1991,73.5,59.0,64.7,0.0,18.3,6.4,63.8,77.04,Partially cloudy,0,0,1,0,0,0,0,0,0
7317,russia,07/18/1991,73.4,55.4,64.4,0.0,14.9,6.1,25.4,68.74,Partially cloudy,0,0,1,0,0,0,0,0,0
7318,russia,07/19/1991,69.5,54.4,62.5,0.0,17.2,5.8,46.1,75.83,Partially cloudy,0,0,1,0,0,0,0,0,0
7319,russia,07/20/1991,73.4,52.7,63.7,0.0,12.7,6.3,35.2,70.86,Partially cloudy,0,0,1,0,0,0,0,0,0
7320,russia,07/21/1991,72.5,56.3,64.3,0.0,13.9,6.2,53.4,77.76,Partially cloudy,0,0,1,0,0,0,0,0,0
7321,russia,07/22/1991,73.4,55.4,64.4,0.0,11.4,5.8,35.8,77.17,Partially cloudy,0,0,1,0,0,0,0,0,0
7322,russia,07/23/1991,71.0,54.0,63.8,0.0,10.2,4.3,44.1,79.83,Partially cloudy,0,0,1,0,0,0,0,0,0
7323,russia,07/24/1991,60.6,57.3,58.5,0.0,18.0,3.2,98.9,94.45,Overcast,0,1,0,0,0,0,0,0,0
7324,russia,07/25/1991,63.4,56.3,59.2,0.0,23.1,5.0,87.8,89.71,Overcast,0,1,0,0,0,0,0,0,0
7325,russia,07/26/1991,66.2,55.5,60.0,0.0,17.3,6.4,62.6,79.82,Partially cloudy,0,0,1,0,0,0,0,0,0
7326,russia,07/27/1991,68.0,50.9,59.8,0.0,9.0,5.4,41.5,78.06,Partially cloudy,0,0,1,0,0,0,0,0,0
7327,russia,07/28/1991,68.0,49.1,59.1,0.0,12.6,6.4,14.6,67.01,Clear,1,0,0,0,0,0,0,0,0
7328,russia,07/29/1991,71.7,47.4,60.5,0.0,11.7,6.1,6.6,66.57,Clear,1,0,0,0,0,0,0,0,0
7329,russia,07/30/1991,75.3,50.9,64.0,0.0,9.2,6.1,0.0,66.39,Clear,1,0,0,0,0,0,0,0,0
7330,russia,07/31/1991,79.7,52.8,67.7,0.0,6.9,5.8,1.4,66.34,Clear,1,0,0,0,0,0,0,0,0
7331,russia,08/01/1991,74.4,58.8,66.2,0.0,13.9,6.1,2.1,67.88,Clear,1,0,0,0,0,0,0,0,0
7332,russia,08/02/1991,73.5,50.9,63.3,0.0,8.0,6.1,2.0,67.66,Clear,1,0,0,0,0,0,0,0,0
7333,russia,08/03/1991,76.1,51.9,64.4,0.0,9.3,6.0,13.7,68.55,Clear,1,0,0,0,0,0,0,0,0
7334,russia,08/04/1991,74.8,55.2,65.3,0.0,9.3,6.2,24.7,73.69,Clear,1,0,0,0,0,0,0,0,0
7335,russia,08/05/1991,73.4,55.5,64.0,0.0,9.0,6.3,10.9,63.97,Clear,1,0,0,0,0,0,0,0,0
7336,russia,08/06/1991,76.7,51.8,64.9,0.0,10.4,6.2,27.5,72.3,Partially cloudy,0,0,1,0,0,0,0,0,0
7337,russia,08/07/1991,79.7,59.1,69.0,0.0,18.3,5.8,37.9,76.63,Partially cloudy,0,0,1,0,0,0,0,0,0
7338,russia,08/08/1991,73.6,62.7,68.0,0.0,16.0,5.7,63.7,81.31,Partially cloudy,0,0,1,0,0,0,0,0,0
7339,russia,08/09/1991,78.0,59.9,69.8,0.0,12.6,4.8,42.7,73.74,Partially cloudy,0,0,1,0,0,0,0,0,0
7340,russia,08/10/1991,67.1,57.7,62.4,0.0,17.2,5.9,67.6,81.11,Partially cloudy,0,0,1,0,0,0,0,0,0
7341,russia,08/11/1991,67.2,55.6,60.7,0.0,18.3,6.4,80.7,82.21,Overcast,0,1,0,0,0,0,0,0,0
7342,russia,08/12/1991,69.9,54.5,60.1,0.0,20.7,6.4,74.0,83.86,Partially cloudy,0,0,1,0,0,0,0,0,0
7343,russia,08/13/1991,59.1,50.0,55.1,0.0,16.2,5.6,46.9,91.27,Partially cloudy,0,0,1,0,0,0,0,0,0
7344,russia,08/14/1991,64.6,51.9,57.3,0.0,16.1,6.3,78.5,82.22,Overcast,0,1,0,0,0,0,0,0,0
7345,russia,08/15/1991,63.6,50.1,56.0,0.0,16.0,6.3,55.7,82.75,Partially cloudy,0,0,1,0,0,0,0,0,0
7346,russia,08/16/1991,64.4,47.4,55.9,0.0,12.9,5.2,36.3,83.8,Partially cloudy,0,0,1,0,0,0,0,0,0
7347,russia,08/17/1991,71.1,48.1,60.1,0.0,11.4,5.2,23.7,73.2,Clear,1,0,0,0,0,0,0,0,0
7348,russia,08/18/1991,69.9,54.5,60.5,0.0,13.9,5.2,59.2,82.57,Partially cloudy,0,0,1,0,0,0,0,0,0
7349,russia,08/19/1991,70.1,57.4,61.9,0.0,11.4,5.3,59.9,80.14,Partially cloudy,0,0,1,0,0,0,0,0,0
7350,russia,08/20/1991,65.1,57.2,59.3,0.0,6.9,2.8,92.3,93.49,Overcast,0,1,0,0,0,0,0,0,0
7351,russia,08/21/1991,61.8,54.6,57.1,0.0,13.6,3.5,88.4,95.54,Overcast,0,1,0,0,0,0,0,0,0
7352,russia,08/22/1991,64.6,50.0,56.9,0.0,9.2,4.3,34.1,90.08,Partially cloudy,0,0,1,0,0,0,0,0,0
7353,russia,08/23/1991,63.8,48.7,56.7,0.0,13.9,4.7,38.7,82.83,Partially cloudy,0,0,1,0,0,0,0,0,0
7354,russia,08/24/1991,63.9,48.3,55.4,0.0,10.4,5.8,46.2,78.12,Partially cloudy,0,0,1,0,0,0,0,0,0
7355,russia,08/25/1991,65.9,46.5,53.4,0.0,6.8,6.0,12.5,81.46,Clear,1,0,0,0,0,0,0,0,0
7356,russia,08/26/1991,64.5,43.7,54.8,0.0,9.2,6.3,37.7,78.09,Partially cloudy,0,0,1,0,0,0,0,0,0
7357,russia,08/27/1991,63.9,52.8,57.4,0.0,8.1,4.9,87.8,91.23,Overcast,0,1,0,0,0,0,0,0,0
7358,russia,08/28/1991,62.7,56.4,58.2,0.0,10.2,3.9,95.4,95.36,Overcast,0,1,0,0,0,0,0,0,0
7359,russia,08/29/1991,64.7,57.3,59.3,0.0,12.7,3.7,87.2,93.94,Overcast,0,1,0,0,0,0,0,0,0
7360,russia,08/30/1991,59.2,54.6,57.4,0.0,16.1,4.8,76.4,91.85,Overcast,0,1,0,0,0,0,0,0,0
7361,russia,08/31/1991,69.0,53.7,59.3,0.0,14.9,5.0,52.0,85.03,Partially cloudy,0,0,1,0,0,0,0,0,0
7362,russia,09/01/1991,65.4,49.1,57.3,0.0,14.9,6.1,19.2,78.04,Clear,1,0,0,0,0,0,0,0,0
7363,russia,09/02/1991,60.9,46.5,53.3,0.0,12.6,6.2,18.5,76.42,Clear,1,0,0,0,0,0,0,0,0
7364,russia,09/03/1991,68.0,41.9,55.7,0.0,17.2,5.9,14.6,80.33,Clear,1,0,0,0,0,0,0,0,0
7365,russia,09/04/1991,70.7,50.9,59.4,0.0,25.3,5.6,36.7,78.06,Partially cloudy,0,0,1,0,0,0,0,0,0
7366,russia,09/05/1991,59.1,45.4,51.5,0.0,12.6,6.0,52.5,79.41,Partially cloudy,0,0,1,0,0,0,0,0,0
7367,russia,09/06/1991,48.4,42.9,46.7,0.0,10.2,4.4,91.3,94.97,Overcast,0,1,0,0,0,0,0,0,0
7368,russia,09/07/1991,50.6,36.5,43.1,0.0,13.9,5.5,46.5,81.71,Partially cloudy,0,0,1,0,0,0,0,0,0
7369,russia,09/08/1991,50.4,35.6,43.3,0.0,21.8,6.2,53.4,74.88,Partially cloudy,0,0,1,0,0,0,0,0,0
7370,russia,09/09/1991,53.7,42.0,46.9,0.0,16.1,6.3,72.5,80.27,Partially cloudy,0,0,1,0,0,0,0,0,0
7371,russia,09/10/1991,54.2,44.6,48.8,0.0,22.1,6.4,58.3,80.23,Partially cloudy,0,0,1,0,0,0,0,0,0
7372,russia,09/11/1991,60.0,43.7,53.0,0.0,18.3,5.9,24.9,81.08,Clear,1,0,0,0,0,0,0,0,0
7373,russia,09/12/1991,57.3,46.5,51.8,0.0,16.0,4.9,53.0,84.22,Partially cloudy,0,0,1,0,0,0,0,0,0
