Entity,Code,Year,Annual CO₂ emissions (Global Carbon Project (2017)) (million tonnes)
Hungary,HUN,2014,44.03
Hungary,HUN,2015,46.78
Hungary,HUN,2016,48.04
Iceland,ISL,1751,0
Iceland,ISL,1752,0
Iceland,ISL,1753,0
Iceland,ISL,1754,0
Iceland,ISL,1755,0
Iceland,ISL,1756,0
Iceland,ISL,1757,0
Iceland,ISL,1758,0
Iceland,ISL,1759,0
Iceland,ISL,1760,0
Iceland,ISL,1761,0
Iceland,ISL,1762,0
Iceland,ISL,1763,0
Iceland,ISL,1764,0
Iceland,ISL,1765,0
Iceland,ISL,1766,0
Iceland,ISL,1767,0
Iceland,ISL,1768,0
Iceland,ISL,1769,0
Iceland,ISL,1770,0
Iceland,ISL,1771,0
Iceland,ISL,1772,0
Iceland,ISL,1773,0
Iceland,ISL,1774,0
Iceland,ISL,1775,0
Iceland,ISL,1776,0
Iceland,ISL,1777,0
Iceland,ISL,1778,0
Iceland,ISL,1779,0
Iceland,ISL,1780,0
Iceland,ISL,1781,0
Iceland,ISL,1782,0
Iceland,ISL,1783,0
Iceland,ISL,1784,0
Iceland,ISL,1785,0
Iceland,ISL,1786,0
Iceland,ISL,1787,0
Iceland,ISL,1788,0
Iceland,ISL,1789,0
Iceland,ISL,1790,0
Iceland,ISL,1791,0
Iceland,ISL,1792,0
Iceland,ISL,1793,0
Iceland,ISL,1794,0
Iceland,ISL,1795,0
Iceland,ISL,1796,0
Iceland,ISL,1797,0
Iceland,ISL,1798,0
Iceland,ISL,1799,0
Iceland,ISL,1800,0
Iceland,ISL,1801,0
Iceland,ISL,1802,0
Iceland,ISL,1803,0
Iceland,ISL,1804,0
Iceland,ISL,1805,0
Iceland,ISL,1806,0
Iceland,ISL,1807,0
Iceland,ISL,1808,0
Iceland,ISL,1809,0
Iceland,ISL,1810,0
Iceland,ISL,1811,0
Iceland,ISL,1812,0
Iceland,ISL,1813,0
Iceland,ISL,1814,0
Iceland,ISL,1815,0
Iceland,ISL,1816,0
Iceland,ISL,1817,0
Iceland,ISL,1818,0
Iceland,ISL,1819,0
Iceland,ISL,1820,0
Iceland,ISL,1821,0
Iceland,ISL,1822,0
Iceland,ISL,1823,0
Iceland,ISL,1824,0
Iceland,ISL,1825,0
Iceland,ISL,1826,0
Iceland,ISL,1827,0
Iceland,ISL,1828,0
Iceland,ISL,1829,0
Iceland,ISL,1830,0
Iceland,ISL,1831,0
Iceland,ISL,1832,0
Iceland,ISL,1833,0
Iceland,ISL,1834,0
Iceland,ISL,1835,0
Iceland,ISL,1836,0
Iceland,ISL,1837,0
Iceland,ISL,1838,0
Iceland,ISL,1839,0
Iceland,ISL,1840,0
Iceland,ISL,1841,0
Iceland,ISL,1842,0
Iceland,ISL,1843,0
Iceland,ISL,1844,0
Iceland,ISL,1845,0
Iceland,ISL,1846,0
Iceland,ISL,1847,0
Iceland,ISL,1848,0
Iceland,ISL,1849,0
Iceland,ISL,1850,0
Iceland,ISL,1851,0
Iceland,ISL,1852,0
Iceland,ISL,1853,0
Iceland,ISL,1854,0
Iceland,ISL,1855,0
Iceland,ISL,1856,0
Iceland,ISL,1857,0
Iceland,ISL,1858,0
Iceland,ISL,1859,0
Iceland,ISL,1860,0
Iceland,ISL,1861,0
Iceland,ISL,1862,0
Iceland,ISL,1863,0
Iceland,ISL,1864,0
Iceland,ISL,1865,0
Iceland,ISL,1866,0
Iceland,ISL,1867,0
Iceland,ISL,1868,0
Iceland,ISL,1869,0
Iceland,ISL,1870,0
Iceland,ISL,1871,0
Iceland,ISL,1872,0
Iceland,ISL,1873,0
Iceland,ISL,1874,0
Iceland,ISL,1875,0
Iceland,ISL,1876,0
Iceland,ISL,1877,0
Iceland,ISL,1878,0
Iceland,ISL,1879,0
Iceland,ISL,1880,0
Iceland,ISL,1881,0
Iceland,ISL,1882,0
Iceland,ISL,1883,0
Iceland,ISL,1884,0
Iceland,ISL,1885,0
Iceland,ISL,1886,0
Iceland,ISL,1887,0
Iceland,ISL,1888,0
Iceland,ISL,1889,0
Iceland,ISL,1890,0
Iceland,ISL,1891,0
Iceland,ISL,1892,0
Iceland,ISL,1893,0
Iceland,ISL,1894,0
Iceland,ISL,1895,0
Iceland,ISL,1896,0
Iceland,ISL,1897,0
Iceland,ISL,1898,0
Iceland,ISL,1899,0
Iceland,ISL,1900,0
Iceland,ISL,1901,0
Iceland,ISL,1902,0
Iceland,ISL,1903,0
Iceland,ISL,1904,0
Iceland,ISL,1905,0
Iceland,ISL,1906,0
Iceland,ISL,1907,0
Iceland,ISL,1908,0
Iceland,ISL,1909,0
Iceland,ISL,1910,0
Iceland,ISL,1911,0
Iceland,ISL,1912,0
Iceland,ISL,1913,0
Iceland,ISL,1914,0
Iceland,ISL,1915,0
Iceland,ISL,1916,0
Iceland,ISL,1917,0
Iceland,ISL,1918,0
Iceland,ISL,1919,0
Iceland,ISL,1920,0
Iceland,ISL,1921,0
Iceland,ISL,1922,0
Iceland,ISL,1923,0
Iceland,ISL,1924,0
Iceland,ISL,1925,0
Iceland,ISL,1926,0
Iceland,ISL,1927,0
Iceland,ISL,1928,0
Iceland,ISL,1929,0
Iceland,ISL,1930,0
Iceland,ISL,1931,0
Iceland,ISL,1932,0
Iceland,ISL,1933,0
Iceland,ISL,1934,0
Iceland,ISL,1935,0
Iceland,ISL,1936,0.02202
Iceland,ISL,1937,0.01835
Iceland,ISL,1938,0
Iceland,ISL,1939,0
Iceland,ISL,1940,0.03303
Iceland,ISL,1941,0.02569
Iceland,ISL,1942,0
Iceland,ISL,1943,0.01835
Iceland,ISL,1944,0.01835
Iceland,ISL,1945,0.01468
Iceland,ISL,1946,0.01101
Iceland,ISL,1947,0.00367
Iceland,ISL,1948,0.00367
Iceland,ISL,1949,0.00367
Iceland,ISL,1950,0.74134
Iceland,ISL,1951,0.64592
Iceland,ISL,1952,0.77804
Iceland,ISL,1953,0.9175
Iceland,ISL,1954,0.78171
Iceland,ISL,1955,0.91383
Iceland,ISL,1956,0.95053
Iceland,ISL,1957,0.96521
Iceland,ISL,1958,1.09366
Iceland,ISL,1959,1.24
Iceland,ISL,1960,1.21
Iceland,ISL,1961,1.09
Iceland,ISL,1962,1.2
Iceland,ISL,1963,1.3
Iceland,ISL,1964,1.31
Iceland,ISL,1965,1.4
Iceland,ISL,1966,1.49
Iceland,ISL,1967,1.44
Iceland,ISL,1968,1.59
Iceland,ISL,1969,1.26
Iceland,ISL,1970,1.39
Iceland,ISL,1971,1.47
Iceland,ISL,1972,1.48
Iceland,ISL,1973,1.75
Iceland,ISL,1974,1.74
Iceland,ISL,1975,1.62
Iceland,ISL,1976,1.7
Iceland,ISL,1977,1.91
Iceland,ISL,1978,1.92
Iceland,ISL,1979,1.99
Iceland,ISL,1980,1.86
Iceland,ISL,1981,1.75
Iceland,ISL,1982,1.6
Iceland,ISL,1983,1.55
Iceland,ISL,1984,1.81
Iceland,ISL,1985,1.63
Iceland,ISL,1986,1.78
Iceland,ISL,1987,1.85
Iceland,ISL,1988,1.85
Iceland,ISL,1989,1.9
Iceland,ISL,1990,2.15
Iceland,ISL,1991,2.08
Iceland,ISL,1992,2.2
Iceland,ISL,1993,2.33
Iceland,ISL,1994,2.28
Iceland,ISL,1995,2.31
Iceland,ISL,1996,2.4
Iceland,ISL,1997,2.49
Iceland,ISL,1998,2.5
Iceland,ISL,1999,2.7
Iceland,ISL,2000,2.76
Iceland,ISL,2001,2.76
Iceland,ISL,2002,2.85
Iceland,ISL,2003,2.85
Iceland,ISL,2004,2.92
Iceland,ISL,2005,2.85
Iceland,ISL,2006,3.03
Iceland,ISL,2007,3.29
Iceland,ISL,2008,3.61
Iceland,ISL,2009,3.57
Iceland,ISL,2010,3.43
Iceland,ISL,2011,3.33
Iceland,ISL,2012,3.32
Iceland,ISL,2013,3.33
Iceland,ISL,2014,3.29
Iceland,ISL,2015,3.36
Iceland,ISL,2016,3.42
India,IND,1751,0
India,IND,1752,0
India,IND,1753,0
India,IND,1754,0
India,IND,1755,0
India,IND,1756,0
India,IND,1757,0
India,IND,1758,0
India,IND,1759,0
India,IND,1760,0
India,IND,1761,0
India,IND,1762,0
India,IND,1763,0
India,IND,1764,0
India,IND,1765,0
India,IND,1766,0
India,IND,1767,0
India,IND,1768,0
India,IND,1769,0
India,IND,1770,0
India,IND,1771,0
India,IND,1772,0
India,IND,1773,0
India,IND,1774,0
India,IND,1775,0
India,IND,1776,0
India,IND,1777,0
India,IND,1778,0
India,IND,1779,0
India,IND,1780,0
India,IND,1781,0
India,IND,1782,0
India,IND,1783,0
India,IND,1784,0
India,IND,1785,0
India,IND,1786,0
India,IND,1787,0
India,IND,1788,0
India,IND,1789,0
India,IND,1790,0
India,IND,1791,0
India,IND,1792,0
India,IND,1793,0
India,IND,1794,0
India,IND,1795,0
India,IND,1796,0
India,IND,1797,0
India,IND,1798,0
India,IND,1799,0
India,IND,1800,0
India,IND,1801,0
India,IND,1802,0
India,IND,1803,0
India,IND,1804,0
India,IND,1805,0
India,IND,1806,0
India,IND,1807,0
India,IND,1808,0
India,IND,1809,0
India,IND,1810,0
India,IND,1811,0
India,IND,1812,0
India,IND,1813,0
India,IND,1814,0
India,IND,1815,0
India,IND,1816,0
India,IND,1817,0
India,IND,1818,0
India,IND,1819,0
India,IND,1820,0
India,IND,1821,0
India,IND,1822,0
India,IND,1823,0
India,IND,1824,0
India,IND,1825,0
India,IND,1826,0
India,IND,1827,0
India,IND,1828,0
India,IND,1829,0
India,IND,1830,0
India,IND,1831,0
India,IND,1832,0
India,IND,1833,0
India,IND,1834,0
India,IND,1835,0
India,IND,1836,0
India,IND,1837,0
India,IND,1838,0
India,IND,1839,0
India,IND,1840,0
India,IND,1841,0
India,IND,1842,0
India,IND,1843,0
India,IND,1844,0
India,IND,1845,0
India,IND,1846,0
India,IND,1847,0
India,IND,1848,0
India,IND,1849,0
India,IND,1850,0
India,IND,1851,0
India,IND,1852,0
India,IND,1853,0
India,IND,1854,0
India,IND,1855,0
India,IND,1856,0
India,IND,1857,0
India,IND,1858,0.43673
India,IND,1859,0.70464
India,IND,1860,0.71198
India,IND,1861,0.5505
India,IND,1862,0.60922
India,IND,1863,0.67528
India,IND,1864,0.63858
India,IND,1865,0.62757
India,IND,1866,0.70831
India,IND,1867,0
India,IND,1868,0
India,IND,1869,0
India,IND,1870,0
India,IND,1871,0
India,IND,1872,0
India,IND,1873,0
India,IND,1874,0
India,IND,1875,0
India,IND,1876,0
India,IND,1877,0
India,IND,1878,1.95611
India,IND,1879,1.85702
India,IND,1880,2.07722
India,IND,1881,2.02584
India,IND,1882,2.40752
India,IND,1883,2.68644
India,IND,1884,2.99105
India,IND,1885,2.70112
India,IND,1886,3.03142
India,IND,1887,3.35805
India,IND,1888,3.72872
India,IND,1889,4.38565
India,IND,1890,4.83706
India,IND,1891,5.20773
India,IND,1892,5.72153
India,IND,1893,6.02247
India,IND,1894,6.14358
India,IND,1895,7.69599
India,IND,1896,8.32723
India,IND,1897,9.01352
India,IND,1898,9.98607
India,IND,1899,11.00633
India,IND,1900,13.07254
India,IND,1901,14.41943
India,IND,1902,15.90211
India,IND,1903,16.19204
India,IND,1904,18.09677
India,IND,1905,18.50414
India,IND,1906,21.37775
India,IND,1907,23.855
India,IND,1908,27.29379
India,IND,1909,26.36161
India,IND,1910,25.73771
India,IND,1911,27.158
India,IND,1912,31.2684
India,IND,1913,34.49433
India,IND,1914,34.77325
India,IND,1915,36.33667
India,IND,1916,36.74037
India,IND,1917,38.42123
India,IND,1918,43.22893
India,IND,1919,47.19987
India,IND,1920,38.22305
India,IND,1921,41.11134
India,IND,1922,40.45441
India,IND,1923,41.64349
India,IND,1924,44.58316
India,IND,1925,43.98862
India,IND,1926,43.86384
India,IND,1927,46.00712
India,IND,1928,44.27121
India,IND,1929,46.06951
India,IND,1930,46.83287
India,IND,1931,42.89496
India,IND,1932,39.88189
India,IND,1933,39.15156
India,IND,1934,43.71704
India,IND,1935,45.67682
India,IND,1936,44.89144
India,IND,1937,49.72483
India,IND,1938,55.66656
India,IND,1939,54.49216
India,IND,1940,57.79149
India,IND,1941,59.05397
India,IND,1942,58.99525
India,IND,1943,51.38
India,IND,1944,52.54706
India,IND,1945,58.29061
India,IND,1946,57.59331
India,IND,1947,58.69798
India,IND,1948,58.71633
India,IND,1949,61.98263
India,IND,1950,66.71326
India,IND,1951,69.83643
India,IND,1952,73.61286
India,IND,1953,75.00012
India,IND,1954,78.8683
India,IND,1955,85.58073
India,IND,1956,88.60114
India,IND,1957,99.39828
India,IND,1958,103.89403
India,IND,1959,109.74
India,IND,1960,120.48
India,IND,1961,130.3
India,IND,1962,143.35
India,IND,1963,153.96
India,IND,1964,150.52
India,IND,1965,165.84
India,IND,1966,171.63
India,IND,1967,172.1
India,IND,1968,187.18
India,IND,1969,190.57
India,IND,1970,194.98
India,IND,1971,205.7
India,IND,1972,217.67
India,IND,1973,224.16
India,IND,1974,231.8
India,IND,1975,252
India,IND,1976,263.57
India,IND,1977,278.82
India,IND,1978,282.86
India,IND,1979,296.65
India,IND,1980,313.76
India,IND,1981,338.56
India,IND,1982,349.35
India,IND,1983,378.36
India,IND,1984,387.8
India,IND,1985,426.32
India,IND,1986,457.2
India,IND,1987,488.08
India,IND,1988,527.13
India,IND,1989,578.53
India,IND,1990,618.65
India,IND,1991,657.65
India,IND,1992,698.52
India,IND,1993,723.11
India,IND,1994,764.11
India,IND,1995,810.9
India,IND,1996,881.6
India,IND,1997,916.93
India,IND,1998,935.46
India,IND,1999,994.95
India,IND,2000,1031.01
India,IND,2001,1040.3
India,IND,2002,1053.4
India,IND,2003,1098.7
India,IND,2004,1153.38
India,IND,2005,1221.56
India,IND,2006,1302.65
India,IND,2007,1406.46
India,IND,2008,1567.1
India,IND,2009,1737.22
India,IND,2010,1718.28
India,IND,2011,1840.27
India,IND,2012,2016.85
India,IND,2013,2033.09
India,IND,2014,2236.55
India,IND,2015,2320.41
India,IND,2016,2430.8
Indonesia,IDN,1751,0
Indonesia,IDN,1752,0
Indonesia,IDN,1753,0
Indonesia,IDN,1754,0
Indonesia,IDN,1755,0
Indonesia,IDN,1756,0
Indonesia,IDN,1757,0
Indonesia,IDN,1758,0
Indonesia,IDN,1759,0
Indonesia,IDN,1760,0
Indonesia,IDN,1761,0
Indonesia,IDN,1762,0
Indonesia,IDN,1763,0
Indonesia,IDN,1764,0
Indonesia,IDN,1765,0
Indonesia,IDN,1766,0
Indonesia,IDN,1767,0
Indonesia,IDN,1768,0
Indonesia,IDN,1769,0
Indonesia,IDN,1770,0
Indonesia,IDN,1771,0
Indonesia,IDN,1772,0
Indonesia,IDN,1773,0
Indonesia,IDN,1774,0
Indonesia,IDN,1775,0
Indonesia,IDN,1776,0
Indonesia,IDN,1777,0
Indonesia,IDN,1778,0
Indonesia,IDN,1779,0
Indonesia,IDN,1780,0
Indonesia,IDN,1781,0
Indonesia,IDN,1782,0
Indonesia,IDN,1783,0
Indonesia,IDN,1784,0
Indonesia,IDN,1785,0
Indonesia,IDN,1786,0
Indonesia,IDN,1787,0
Indonesia,IDN,1788,0
Indonesia,IDN,1789,0
Indonesia,IDN,1790,0
Indonesia,IDN,1791,0
Indonesia,IDN,1792,0
Indonesia,IDN,1793,0
Indonesia,IDN,1794,0
Indonesia,IDN,1795,0
Indonesia,IDN,1796,0
Indonesia,IDN,1797,0
Indonesia,IDN,1798,0
Indonesia,IDN,1799,0
Indonesia,IDN,1800,0
Indonesia,IDN,1801,0
Indonesia,IDN,1802,0
Indonesia,IDN,1803,0
Indonesia,IDN,1804,0
Indonesia,IDN,1805,0
Indonesia,IDN,1806,0
Indonesia,IDN,1807,0
Indonesia,IDN,1808,0
Indonesia,IDN,1809,0
Indonesia,IDN,1810,0
Indonesia,IDN,1811,0
Indonesia,IDN,1812,0
Indonesia,IDN,1813,0
Indonesia,IDN,1814,0
Indonesia,IDN,1815,0
Indonesia,IDN,1816,0
Indonesia,IDN,1817,0
Indonesia,IDN,1818,0
Indonesia,IDN,1819,0
Indonesia,IDN,1820,0
Indonesia,IDN,1821,0
Indonesia,IDN,1822,0
Indonesia,IDN,1823,0
Indonesia,IDN,1824,0
Indonesia,IDN,1825,0
Indonesia,IDN,1826,0
Indonesia,IDN,1827,0
Indonesia,IDN,1828,0
Indonesia,IDN,1829,0
Indonesia,IDN,1830,0
Indonesia,IDN,1831,0
Indonesia,IDN,1832,0
Indonesia,IDN,1833,0
Indonesia,IDN,1834,0
Indonesia,IDN,1835,0
Indonesia,IDN,1836,0
Indonesia,IDN,1837,0
Indonesia,IDN,1838,0
Indonesia,IDN,1839,0
Indonesia,IDN,1840,0
Indonesia,IDN,1841,0
Indonesia,IDN,1842,0
Indonesia,IDN,1843,0
Indonesia,IDN,1844,0
Indonesia,IDN,1845,0
Indonesia,IDN,1846,0
Indonesia,IDN,1847,0
Indonesia,IDN,1848,0
Indonesia,IDN,1849,0
Indonesia,IDN,1850,0
Indonesia,IDN,1851,0
Indonesia,IDN,1852,0
Indonesia,IDN,1853,0
Indonesia,IDN,1854,0
Indonesia,IDN,1855,0
Indonesia,IDN,1856,0
Indonesia,IDN,1857,0
Indonesia,IDN,1858,0
Indonesia,IDN,1859,0
Indonesia,IDN,1860,0
Indonesia,IDN,1861,0
Indonesia,IDN,1862,0
Indonesia,IDN,1863,0
Indonesia,IDN,1864,0
Indonesia,IDN,1865,0
Indonesia,IDN,1866,0
Indonesia,IDN,1867,0
Indonesia,IDN,1868,0
Indonesia,IDN,1869,0
Indonesia,IDN,1870,0
Indonesia,IDN,1871,0
Indonesia,IDN,1872,0
Indonesia,IDN,1873,0
Indonesia,IDN,1874,0
Indonesia,IDN,1875,0
Indonesia,IDN,1876,0
Indonesia,IDN,1877,0
Indonesia,IDN,1878,0
Indonesia,IDN,1879,0
Indonesia,IDN,1880,0
Indonesia,IDN,1881,0
Indonesia,IDN,1882,0
Indonesia,IDN,1883,0
Indonesia,IDN,1884,0
Indonesia,IDN,1885,0
Indonesia,IDN,1886,0
Indonesia,IDN,1887,0
Indonesia,IDN,1888,0
Indonesia,IDN,1889,0.00367
Indonesia,IDN,1890,0.01468
Indonesia,IDN,1891,0.02202
Indonesia,IDN,1892,0.17983
Indonesia,IDN,1893,0.4037
Indonesia,IDN,1894,0.48077
Indonesia,IDN,1895,0.7707
Indonesia,IDN,1896,0.86245
Indonesia,IDN,1897,1.10834
Indonesia,IDN,1898,1.29184
Indonesia,IDN,1899,1.12669
Indonesia,IDN,1900,1.2111
Indonesia,IDN,1901,2.24604
Indonesia,IDN,1902,1.5414
Indonesia,IDN,1903,3.00573
Indonesia,IDN,1904,3.37273
Indonesia,IDN,1905,4.13976
Indonesia,IDN,1906,4.45905
Indonesia,IDN,1907,5.30315
Indonesia,IDN,1908,5.50133
Indonesia,IDN,1909,5.99678
Indonesia,IDN,1910,6.12156
Indonesia,IDN,1911,6.73812
Indonesia,IDN,1912,5.84998
Indonesia,IDN,1913,5.9087
Indonesia,IDN,1914,6.02614
Indonesia,IDN,1915,6.04082
Indonesia,IDN,1916,6.77482
Indonesia,IDN,1917,7.14916
Indonesia,IDN,1918,7.14182
Indonesia,IDN,1919,7.64828
Indonesia,IDN,1920,8.27585
Indonesia,IDN,1921,8.7713
Indonesia,IDN,1922,8.31255
Indonesia,IDN,1923,9.60439
Indonesia,IDN,1924,10.60263
Indonesia,IDN,1925,11.09808
Indonesia,IDN,1926,11.11643
Indonesia,IDN,1927,12.90739
Indonesia,IDN,1928,14.85616
Indonesia,IDN,1929,18.5702
Indonesia,IDN,1930,18.11512
Indonesia,IDN,1931,16.92237
Indonesia,IDN,1932,16.61409
Indonesia,IDN,1933,17.89125
Indonesia,IDN,1934,19.2675
Indonesia,IDN,1935,20.03453
Indonesia,IDN,1936,21.80347
Indonesia,IDN,1937,25.38539
Indonesia,IDN,1938,26.77632
Indonesia,IDN,1939,29.2499
Indonesia,IDN,1940,28.78014
Indonesia,IDN,1941,26.53043
Indonesia,IDN,1942,9.47227
Indonesia,IDN,1943,19.05831
Indonesia,IDN,1944,8.78598
Indonesia,IDN,1945,3.81313
Indonesia,IDN,1946,1.34689
Indonesia,IDN,1947,4.06269
Indonesia,IDN,1948,15.52043
Indonesia,IDN,1949,21.93926
Indonesia,IDN,1950,9.84661
Indonesia,IDN,1951,9.40621
Indonesia,IDN,1952,12.74224
Indonesia,IDN,1953,13.1019
Indonesia,IDN,1954,14.77175
Indonesia,IDN,1955,20.87863
Indonesia,IDN,1956,21.84751
Indonesia,IDN,1957,22.44939
Indonesia,IDN,1958,22.24387
Indonesia,IDN,1959,23.86
Indonesia,IDN,1960,21.39
Indonesia,IDN,1961,26
Indonesia,IDN,1962,22.98
Indonesia,IDN,1963,22.76
Indonesia,IDN,1964,22.38
Indonesia,IDN,1965,24.67
Indonesia,IDN,1966,23.38
Indonesia,IDN,1967,24.54
Indonesia,IDN,1968,27.56
Indonesia,IDN,1969,33.36
Indonesia,IDN,1970,35.79
Indonesia,IDN,1971,38.96
Indonesia,IDN,1972,43.3
Indonesia,IDN,1973,49.09
Indonesia,IDN,1974,51.22
Indonesia,IDN,1975,53.92
Indonesia,IDN,1976,61.76
Indonesia,IDN,1977,82.37
Indonesia,IDN,1978,93.86
Indonesia,IDN,1979,95.02
Indonesia,IDN,1980,94.71
Indonesia,IDN,1981,100.08
Indonesia,IDN,1982,105.32
Indonesia,IDN,1983,104.87
Indonesia,IDN,1984,112.09
Indonesia,IDN,1985,121.15
Indonesia,IDN,1986,121.64
Indonesia,IDN,1987,123.27
Indonesia,IDN,1988,132.05
Indonesia,IDN,1989,130.86
Indonesia,IDN,1990,149.44
Indonesia,IDN,1991,179.58
Indonesia,IDN,1992,202.41
Indonesia,IDN,1993,218.42
Indonesia,IDN,1994,221.23
Indonesia,IDN,1995,224.76
Indonesia,IDN,1996,253.08
Indonesia,IDN,1997,278.43
Indonesia,IDN,1998,214.03
Indonesia,IDN,1999,241.79
Indonesia,IDN,2000,263.2
Indonesia,IDN,2001,294.67
Indonesia,IDN,2002,306.49
Indonesia,IDN,2003,316.53
Indonesia,IDN,2004,337.36
Indonesia,IDN,2005,341.71
Indonesia,IDN,2006,344.84
Indonesia,IDN,2007,375.24
Indonesia,IDN,2008,416.22
Indonesia,IDN,2009,446.04
Indonesia,IDN,2010,428.41
Indonesia,IDN,2011,603.17
Indonesia,IDN,2012,636.56
Indonesia,IDN,2013,489.83
Indonesia,IDN,2014,463.8
Indonesia,IDN,2015,468.75
Indonesia,IDN,2016,500.81
Iran,IRN,1751,0
Iran,IRN,1752,0
Iran,IRN,1753,0
Iran,IRN,1754,0
Iran,IRN,1755,0
Iran,IRN,1756,0
Iran,IRN,1757,0
Iran,IRN,1758,0
Iran,IRN,1759,0
Iran,IRN,1760,0
Iran,IRN,1761,0
Iran,IRN,1762,0
Iran,IRN,1763,0
Iran,IRN,1764,0
Iran,IRN,1765,0
Iran,IRN,1766,0
Iran,IRN,1767,0
Iran,IRN,1768,0
Iran,IRN,1769,0
Iran,IRN,1770,0
Iran,IRN,1771,0
Iran,IRN,1772,0
Iran,IRN,1773,0
Iran,IRN,1774,0
Iran,IRN,1775,0
Iran,IRN,1776,0
Iran,IRN,1777,0
Iran,IRN,1778,0
Iran,IRN,1779,0
Iran,IRN,1780,0
Iran,IRN,1781,0
Iran,IRN,1782,0
Iran,IRN,1783,0
Iran,IRN,1784,0
Iran,IRN,1785,0
Iran,IRN,1786,0
Iran,IRN,1787,0
Iran,IRN,1788,0
Iran,IRN,1789,0
Iran,IRN,1790,0
Iran,IRN,1791,0
Iran,IRN,1792,0
Iran,IRN,1793,0
Iran,IRN,1794,0
Iran,IRN,1795,0
Iran,IRN,1796,0
Iran,IRN,1797,0
Iran,IRN,1798,0
Iran,IRN,1799,0
Iran,IRN,1800,0
Iran,IRN,1801,0
Iran,IRN,1802,0
Iran,IRN,1803,0
Iran,IRN,1804,0
Iran,IRN,1805,0
Iran,IRN,1806,0
Iran,IRN,1807,0
Iran,IRN,1808,0
Iran,IRN,1809,0
Iran,IRN,1810,0
Iran,IRN,1811,0
Iran,IRN,1812,0
Iran,IRN,1813,0
Iran,IRN,1814,0
Iran,IRN,1815,0
Iran,IRN,1816,0
Iran,IRN,1817,0
Iran,IRN,1818,0
Iran,IRN,1819,0
Iran,IRN,1820,0
Iran,IRN,1821,0
Iran,IRN,1822,0
Iran,IRN,1823,0
Iran,IRN,1824,0
Iran,IRN,1825,0
Iran,IRN,1826,0
Iran,IRN,1827,0
Iran,IRN,1828,0
Iran,IRN,1829,0
Iran,IRN,1830,0
Iran,IRN,1831,0
Iran,IRN,1832,0
Iran,IRN,1833,0
Iran,IRN,1834,0
Iran,IRN,1835,0
Iran,IRN,1836,0
Iran,IRN,1837,0
Iran,IRN,1838,0
Iran,IRN,1839,0
Iran,IRN,1840,0
Iran,IRN,1841,0
Iran,IRN,1842,0
Iran,IRN,1843,0
Iran,IRN,1844,0
Iran,IRN,1845,0
Iran,IRN,1846,0
Iran,IRN,1847,0
Iran,IRN,1848,0
Iran,IRN,1849,0
Iran,IRN,1850,0
Iran,IRN,1851,0
Iran,IRN,1852,0
Iran,IRN,1853,0
Iran,IRN,1854,0
Iran,IRN,1855,0
Iran,IRN,1856,0
Iran,IRN,1857,0
Iran,IRN,1858,0
Iran,IRN,1859,0
Iran,IRN,1860,0
Iran,IRN,1861,0
Iran,IRN,1862,0
Iran,IRN,1863,0
Iran,IRN,1864,0
Iran,IRN,1865,0
Iran,IRN,1866,0
Iran,IRN,1867,0
Iran,IRN,1868,0
Iran,IRN,1869,0
Iran,IRN,1870,0
Iran,IRN,1871,0
Iran,IRN,1872,0
Iran,IRN,1873,0
Iran,IRN,1874,0
Iran,IRN,1875,0
Iran,IRN,1876,0
Iran,IRN,1877,0
Iran,IRN,1878,0
Iran,IRN,1879,0
Iran,IRN,1880,0
Iran,IRN,1881,0
Iran,IRN,1882,0
Iran,IRN,1883,0
Iran,IRN,1884,0
Iran,IRN,1885,0
Iran,IRN,1886,0
Iran,IRN,1887,0
Iran,IRN,1888,0
Iran,IRN,1889,0
Iran,IRN,1890,0
Iran,IRN,1891,0
Iran,IRN,1892,0
Iran,IRN,1893,0
Iran,IRN,1894,0
Iran,IRN,1895,0
Iran,IRN,1896,0
Iran,IRN,1897,0
Iran,IRN,1898,0
Iran,IRN,1899,0
Iran,IRN,1900,0
Iran,IRN,1901,0
Iran,IRN,1902,0
Iran,IRN,1903,0
Iran,IRN,1904,0
Iran,IRN,1905,0
Iran,IRN,1906,0.00367
Iran,IRN,1907,0
Iran,IRN,1908,0
Iran,IRN,1909,0
Iran,IRN,1910,0
Iran,IRN,1911,0.13579
Iran,IRN,1912,0.25323
Iran,IRN,1913,0.85511
Iran,IRN,1914,1.1744
Iran,IRN,1915,1.40561
Iran,IRN,1916,2.01116
Iran,IRN,1917,2.80388
Iran,IRN,1918,3.45347
Iran,IRN,1919,4.32693
Iran,IRN,1920,5.44628
Iran,IRN,1921,7.2666
Iran,IRN,1922,9.24106
Iran,IRN,1923,11.5972
Iran,IRN,1924,13.52762
Iran,IRN,1925,14.22492
Iran,IRN,1926,15.0837
Iran,IRN,1927,16.72786
Iran,IRN,1928,17.70775
Iran,IRN,1929,17.05082
Iran,IRN,1930,18.54451
Iran,IRN,1931,17.95364
Iran,IRN,1932,20.12261
Iran,IRN,1933,22.12276
Iran,IRN,1934,23.53204
Iran,IRN,1935,23.3779
Iran,IRN,1936,25.59458
Iran,IRN,1937,31.74183
Iran,IRN,1938,31.82991
Iran,IRN,1939,30.10134
Iran,IRN,1940,27.17268
Iran,IRN,1941,20.85661
Iran,IRN,1942,29.5802
Iran,IRN,1943,30.50504
Iran,IRN,1944,41.7279
